"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Eccentricity","EdgeCount","GENE1_INTERACTIONS_AS_BD","GENE1_INTERACTIONS_TOTAL","GENE2_INTERACTIONS_AS_AD","GENE2_INTERACTIONS_TOTAL","Indegree","IsSingleNode","name","NeighborhoodConnectivity","Outdegree","PartnerOfMultiEdgedNodePairs","selected","SelfLoops","shared name","Stress","SYMBOL_AD","SYMBOL_BD"
"0.0","0.0","0.0","0.0","0","5",,,"5","5","5","false","FBgn0027889","26.2","0","0","false","0","FBgn0027889","0","ball",
"0.0","0.0","0.0","0.0","0","10",,,"10","10","10","false","FBgn0027945","24.6","0","0","false","0","FBgn0027945","0","ppl",
"0.0","0.0","0.0","0.0","0","1",,,"1","1","1","false","FBgn0030542","14.0","0","0","false","0","FBgn0030542","0","CG12481",
"0.0","0.0","0.0","0.0","0","4",,,"4","4","4","false","FBgn0031479","11.0","0","0","false","0","FBgn0031479","0","Prx6005",
"1.0","0.0016813933889581207","1.0","0.0","1","4","1","4","3","4","3","false","FBgn0032847","9.25","1","0","false","0","FBgn0032847","22485","Taf13","Taf13"
"14.689895470383275","0.5617344134354201","0.06807400379506641","0.0","26","5","2","5","3","5","3","false","FBgn0034084","13.25","2","1","false","0","FBgn0034084","15395021","CG8435","CG8435"
"1.0","5.335124813886026E-4","1.0","0.0","1","4","1","4","3","4","3","false","FBgn0034769","22.333333333333332","1","1","false","0","FBgn0034769","6242","Obp58c","Obp58c"
"0.0","0.0","0.0","0.0","0","2",,,"2","2","2","false","FBgn0039896","30.5","0","0","false","0","FBgn0039896","0","yellow-h",
"1.0","2.766709231424073E-4","1.0","0.0","1","2","1","2","1","2","1","false","FBgn0050021","7.5","1","0","false","0","FBgn0050021","3237","metro","metro"
"0.0","0.0","0.0","0.0","0","1",,,"1","1","1","false","FBgn0051363","14.0","0","0","false","0","FBgn0051363","0","Jupiter",
"1.0","0.0","1.0","0.0","1","2","3","3",,,"0","false","FBgn0025814","15.0","2","0","false","0","FBgn0025814","0",,"Mgstl"
"0.0","0.0","0.0","0.0024630541871921183","0","29",,,"32","32","29","false","FBgn0085405","16.275862068965516","0","0","false","0","FBgn0085405","0","CG34376",
"1.0","0.0","1.0","0.0","1","1","1","1",,,"0","false","FBgn0025839","7.0","1","0","false","0","FBgn0025839","0",,"ND-B14.5A"
"0.0","0.0","0.0","0.0","0","7",,,"7","7","7","false","FBgn0039543","14.428571428571429","0","0","false","0","FBgn0039543","0","CG12428",
"7.122715404699739","0.0","0.14039589442815248","0.04678362573099415","16","19","19","19",,,"0","false","FBgn0026063","17.105263157894736","19","0","false","0","FBgn0026063","0",,"KP78b"
"0.0","0.0","0.0","0.16666666666666666","0","3",,,"3","3","3","false","FBgn0004878","29.333333333333332","0","0","false","0","FBgn0004878","0","cas",
"0.0","0.0","0.0","0.05357142857142857","0","8",,,"8","8","8","false","FBgn0024285","21.25","0","0","false","0","FBgn0024285","0","Srp54",
"0.0","0.0","0.0","0.12222222222222222","0","10",,,"10","10","10","false","FBgn0027581","48.3","0","0","false","0","FBgn0027581","0","CG6191",
"0.0","0.0","0.0","0.16666666666666666","0","4",,,"4","4","4","false","FBgn0027866","30.5","0","0","false","0","FBgn0027866","0","CG9776",
"0.0","0.0","0.0","0.5","0","2",,,"2","2","2","false","FBgn0030738","37.5","0","0","false","0","FBgn0030738","0","CG9915",
"0.0","0.0","0.0","0.03333333333333333","0","6",,,"6","6","6","false","FBgn0033757","28.833333333333332","0","0","false","0","FBgn0033757","0","muskelin",
"0.0","0.0","0.0","0.05","0","5",,,"9","9","5","false","FBgn0034504","37.2","0","0","false","0","FBgn0034504","0","CG8929",
"0.0","0.0","0.0","0.16666666666666666","0","4",,,"4","4","4","false","FBgn0283477","44.25","0","0","false","0","FBgn0283477","0","SF2",
"0.0","0.0","0.0","0.07142857142857142","0","7",,,"9","9","7","false","FBgn0051211","27.857142857142858","0","0","false","0","FBgn0051211","0","CG31211",
